pest_entity_id,prevention_entity_id,priority,effectiveness
KG-ENT-016,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-016,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-016,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-016,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-016,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-016,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-016,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-016,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-016,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-016,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-016,KG-PREV-019,6,使用植物源农药防治
KG-ENT-016,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-017,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-017,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-017,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-017,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-017,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-017,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-017,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-017,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-017,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-017,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-017,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-017,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-017,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-017,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-017,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-017,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-017,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-017,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-017,KG-PREV-019,6,使用植物源农药防治
KG-ENT-017,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-018,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-018,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-018,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-018,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-018,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-018,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-018,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-018,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-018,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-018,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-018,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-018,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-018,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-018,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-018,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-018,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-018,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-018,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-018,KG-PREV-019,6,使用植物源农药防治
KG-ENT-018,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-019,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-019,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-019,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-019,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-019,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-019,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-019,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-019,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-019,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-019,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-019,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-019,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-019,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-019,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-019,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-019,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-019,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-019,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-019,KG-PREV-019,6,使用植物源农药防治
KG-ENT-019,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-019,KG-PREV-020,2,微生物菌剂改良土壤
KG-ENT-019,KG-PREV-004,1,排水防涝
KG-ENT-019,KG-PREV-002,2,清除病根
KG-ENT-020,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-020,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-020,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-020,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-020,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-020,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-020,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-020,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-020,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-020,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-020,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-020,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-020,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-020,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-020,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-020,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-020,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-020,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-020,KG-PREV-019,6,使用植物源农药防治
KG-ENT-020,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-021,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-021,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-021,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-021,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-021,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-021,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-021,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-021,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-021,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-021,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-021,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-021,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-021,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-021,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-021,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-021,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-021,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-021,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-021,KG-PREV-019,6,使用植物源农药防治
KG-ENT-021,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-022,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-022,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-022,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-022,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-022,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-022,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-022,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-022,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-022,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-022,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-022,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-022,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-022,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-022,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-022,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-022,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-022,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-022,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-022,KG-PREV-019,6,使用植物源农药防治
KG-ENT-022,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-023,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-023,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-023,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-023,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-023,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-023,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-023,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-023,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-023,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-023,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-023,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-023,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-023,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-023,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-023,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-023,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-023,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-023,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-023,KG-PREV-019,6,使用植物源农药防治
KG-ENT-023,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-023,KG-PREV-006,1,萌芽前石硫合剂
KG-ENT-023,KG-PREV-015,2,刮除介壳
KG-ENT-023,KG-PREV-013,3,树干涂白
KG-ENT-024,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-024,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-024,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-024,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-024,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-024,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-024,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-024,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-024,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-024,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-024,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-024,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-024,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-024,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-024,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-024,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-024,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-024,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-024,KG-PREV-019,6,使用植物源农药防治
KG-ENT-024,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-024,KG-PREV-006,2,萌芽前石硫合剂
KG-ENT-024,KG-PREV-019,3,阿维菌素
KG-ENT-024,KG-PREV-018,4,保护捕食螨
KG-ENT-025,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-025,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-025,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-025,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-025,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-025,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-025,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-025,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-025,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-025,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-025,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-025,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-025,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-025,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-025,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-025,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-025,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-025,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-025,KG-PREV-019,6,使用植物源农药防治
KG-ENT-025,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-026,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-026,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-026,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-026,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-026,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-026,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-026,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-026,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-026,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-026,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-026,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-026,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-026,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-026,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-026,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-026,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-026,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-026,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-026,KG-PREV-019,6,使用植物源农药防治
KG-ENT-026,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-027,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-027,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-027,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-027,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-027,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-027,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-027,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-027,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-027,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-027,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-027,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-027,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-027,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-027,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-027,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-027,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-027,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-027,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-027,KG-PREV-019,6,使用植物源农药防治
KG-ENT-027,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-028,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-028,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-028,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-028,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-028,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-028,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-028,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-028,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-028,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-028,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-028,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-028,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-028,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-028,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-028,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-028,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-028,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-028,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-028,KG-PREV-019,6,使用植物源农药防治
KG-ENT-028,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-028,KG-PREV-014,2,果实套袋
KG-ENT-028,KG-PREV-011,3,黄色粘虫板诱杀成虫
KG-ENT-028,KG-PREV-012,3,杀虫灯诱杀
KG-ENT-029,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-029,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-029,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-029,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-029,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-029,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-029,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-029,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-029,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-029,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-029,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-029,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-029,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-029,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-029,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-029,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-029,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-029,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-029,KG-PREV-019,6,使用植物源农药防治
KG-ENT-029,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-029,KG-PREV-015,1,人工刺杀幼虫
KG-ENT-029,KG-PREV-013,2,树干涂白防产卵
KG-ENT-029,KG-PREV-002,3,清除虫害枝
KG-ENT-030,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-030,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-030,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-030,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-030,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-030,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-030,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-030,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-030,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-030,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-030,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-030,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-030,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-030,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-030,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-030,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-030,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-030,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-030,KG-PREV-019,6,使用植物源农药防治
KG-ENT-030,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-030,KG-PREV-015,2,人工刺杀
KG-ENT-030,KG-PREV-012,3,杀虫灯诱杀成虫
KG-ENT-030,KG-PREV-013,3,树干涂白
KG-ENT-031,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-031,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-031,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-031,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-031,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-031,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-031,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-031,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-031,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-031,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-031,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-031,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-031,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-031,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-031,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-031,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-031,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-031,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-031,KG-PREV-019,6,使用植物源农药防治
KG-ENT-031,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-032,KG-PREV-001,1,合理修剪改善通风透光是基础防治措施
KG-ENT-032,KG-PREV-002,2,清洁果园清除病残体减少病虫源
KG-ENT-032,KG-PREV-003,3,科学施肥增强树势提高抗病虫能力
KG-ENT-032,KG-PREV-004,5,果园覆盖合理灌溉控制湿度
KG-ENT-032,KG-PREV-005,4,选用抗病品种长期防控
KG-ENT-032,KG-PREV-006,2,萌芽前喷石硫合剂铲除越冬病虫源
KG-ENT-032,KG-PREV-007,3,花后喷施杀菌剂预防侵染
KG-ENT-032,KG-PREV-008,4,雨季前喷波尔多液保护叶片和果实
KG-ENT-032,KG-PREV-009,5,生长期针对性药剂防治
KG-ENT-032,KG-PREV-010,6,成熟前使用低残留药剂
KG-ENT-032,KG-PREV-011,6,悬挂黄色粘虫板诱杀小型害虫
KG-ENT-032,KG-PREV-012,7,频振式杀虫灯诱杀夜行性害虫成虫
KG-ENT-032,KG-PREV-013,1,树干涂白防冻杀灭越冬虫源
KG-ENT-032,KG-PREV-014,8,果实套袋防虫防病
KG-ENT-032,KG-PREV-015,9,人工捕杀大型害虫
KG-ENT-032,KG-PREV-016,7,释放赤眼蜂寄生害虫卵
KG-ENT-032,KG-PREV-017,6,喷施Bt制剂防治鳞翅目幼虫
KG-ENT-032,KG-PREV-018,8,保护利用天敌昆虫
KG-ENT-032,KG-PREV-019,6,使用植物源农药防治
KG-ENT-032,KG-PREV-020,9,施用微生物菌剂改良土壤
KG-ENT-032,KG-PREV-001,1,修剪通风
KG-ENT-032,KG-PREV-008,2,雨季前硫磺制剂
KG-ENT-032,KG-PREV-019,3,植物源农药
